serial_no,race,education,income,gender,age,relationship
0416313,37,04,,1,13,05
0416313,37,05,,2,13,05
0416331,37,08,018000,2,61,01
0416331,37,11,017500,1,50,18
0416364,47,14,000000,1,68,01
0416364,47,09,000000,2,51,02
0416382,47,15,000000,2,83,01
0416389,47,14,082000,1,41,01
0416389,47,13,000000,2,41,02
0416389,47,04,,2,12,04
0416409,47,09,001700,1,46,01
0416453,47,15,045000,1,29,01
0416481,47,13,031200,2,31,01
0416481,47,13,042000,2,30,06
0416596,37,06,000000,2,43,01
0416596,37,03,,1,12,03
0416603,47,04,000000,1,79,01
0416603,47,03,000000,2,85,02
0416603,47,09,000000,2,56,03
0416723,47,09,000000,1,48,01
0416723,53,09,000000,2,80,07
0416725,47,13,104000,1,53,01
0416725,47,15,018000,2,50,02
0416758,47,12,034100,1,47,01
0416758,47,10,012000,2,43,02
0416797,37,12,013000,1,43,01
0416797,37,09,000000,2,42,02
0416797,37,09,002400,2,21,03
0416797,37,09,021800,1,20,03
0416797,37,08,010400,2,66,07
0416889,47,12,000000,1,50,01
0416889,47,11,014000,2,42,02
0416889,47,09,009100,2,18,03
0416889,47,04,000000,1,15,03
0416906,47,13,094000,1,40,01
0416906,47,09,006000,2,38,02
0416906,47,06,000700,2,16,03
0416906,47,04,,2,14,03
0416906,47,03,,1,12,03
0416909,47,11,095000,1,30,01
0416909,47,11,010000,2,28,02
0416910,47,09,048000,1,33,01
0416910,47,09,000000,2,36,02
0416910,47,06,000960,1,16,03
0416910,47,01,,2,05,03
0416910,47,01,,2,04,03
0416911,47,10,003200,2,19,23
0416956,47,09,000000,2,50,01
0416982,47,10,033000,2,23,01
0416982,47,09,034000,1,25,02
0417033,47,13,031800,2,38,01
0417104,47,13,100000,1,50,01
0417104,47,12,013300,2,44,02
0417104,47,05,000000,2,16,03
0417104,47,05,000000,2,16,03
0417126,47,11,030000,1,48,01
0417126,47,13,035500,2,50,02
0417154,47,05,000000,1,42,01
0417154,47,04,025000,1,21,03
0417169,01,09,016000,2,34,01
0417169,01,04,,1,12,03
0417169,38,00,,1,00,03
0417169,46,09,021000,1,36,19
0417180,37,07,000000,1,44,01
0417180,37,11,022000,2,43,02
0417180,37,04,,2,13,03
0417180,37,02,,1,11,03
0417180,37,02,,2,08,03
0417180,37,02,,1,06,03
0417241,37,11,036000,1,46,01
0417241,11,09,030000,2,50,02
0417241,41,09,022000,2,26,03
0417241,37,09,000000,2,65,07
0417241,37,02,,1,07,08
0417241,37,02,,2,05,08
0417257,47,14,042500,1,56,01
0417257,47,13,110000,2,60,02
0417265,47,09,028000,1,30,01
0417265,47,13,036000,2,26,02
0417284,37,05,000000,2,66,01
0417284,37,06,000000,1,70,02
0417284,37,09,005200,2,20,08
0417284,37,00,,1,00,08
0417314,37,11,000000,2,63,01
0417324,47,05,025000,1,34,01
0417384,47,08,000000,2,43,23
0417433,47,09,045000,2,52,01
0417443,37,04,000000,2,66,01
0417443,37,03,000000,1,31,03
0417443,37,03,,1,13,08
0417443,37,02,,1,07,11
0417443,37,01,,1,03,11
0417443,37,09,021000,2,23,13
0417462,47,15,120000,1,46,01
0417462,47,13,000000,2,44,02
0417462,47,04,,2,14,03
0417462,47,02,,1,11,03
0417462,47,02,,1,07,03
0417467,47,09,000000,2,93,01
0417513,37,13,000000,2,48,01
0417513,37,11,000000,2,19,04
0417513,37,09,003800,1,19,04
0417513,37,14,000000,2,84,15
0417543,47,09,036600,1,50,01
0417543,47,09,017500,2,47,02
0417545,47,11,014000,2,21,23
0417574,47,14,029100,1,48,01
0417574,47,13,049800,2,41,02
0417574,47,02,,2,07,03
0417574,47,02,,2,04,03
0417605,47,09,028000,1,30,01
0417605,47,10,015000,2,27,02
0417651,47,15,020000,1,29,01
0417651,47,09,025000,2,26,19
0417668,47,06,000000,2,77,01
0417768,47,06,005000,2,44,01
0417768,47,04,,1,14,03
0417768,47,07,025000,1,48,17
0417779,47,09,042000,1,26,01
0417779,47,10,029000,2,25,18
0417812,47,10,000000,2,81,01
0417882,37,06,021800,2,45,01
0417895,37,11,030000,1,37,01
0417895,37,11,034000,2,35,02
0417895,37,04,,1,13,03
0417895,37,02,,1,10,03
0417895,37,02,,1,07,03
0417895,37,01,,2,04,03
0417967,47,13,100000,1,44,01
0417969,47,09,025000,2,44,01
0418020,47,11,020000,1,28,23
0418119,47,07,011000,1,71,01
0418119,47,09,000000,2,75,02
0418119,47,13,017000,2,50,03
0418122,37,12,042900,1,42,22
0418223,47,13,079000,2,38,01
0418251,47,14,150000,1,45,01
0418255,47,03,000000,1,88,01
0418255,47,03,000000,2,73,02
0418449,28,16,130000,1,43,01
0418449,28,13,000000,2,38,02
0418449,37,02,,2,05,03
0418470,37,09,024000,1,33,01
0418470,37,07,008000,2,33,02
0418470,37,06,000130,2,16,05
0418470,37,02,,2,11,05
0418479,37,13,050000,1,28,01
0418479,37,13,027000,2,27,02
0418479,37,01,,2,05,03
0418491,47,04,000000,1,81,22
0418496,47,09,040000,1,47,01
0418588,11,13,003000,1,47,01
0418588,11,14,003200,2,46,02
0418588,11,07,000300,2,18,03
0418588,11,06,002100,1,16,03
0418672,37,09,000000,1,60,01
0418672,37,09,008000,2,56,02
0418672,37,09,022000,1,31,03
0418672,37,09,014000,2,22,03
0418672,37,00,,2,01,08
0418672,37,00,,2,00,08
0418710,47,13,062000,1,36,01
0418711,47,09,000000,2,22,01
0418711,47,00,,1,02,03
0418711,47,00,,2,00,03
0418714,47,12,030000,1,35,01
0418714,47,09,000000,2,32,02
0418714,47,01,,2,03,03
0418756,47,16,062000,2,50,01
0418847,47,10,000000,2,28,01
0418847,47,02,,2,09,03
0418856,15,13,034100,1,54,01
0418856,15,12,009000,2,55,02
0418856,15,13,005000,2,24,03
0418861,47,11,000000,1,67,01
0418861,47,09,000000,2,64,02
0418926,47,14,000000,2,57,01
0418956,47,11,046000,1,58,01
0418956,47,13,052000,2,54,02
0418968,37,10,024000,1,22,23
0418972,47,08,079000,1,41,01
0418972,47,08,003100,2,46,02
0418972,47,07,000000,1,17,03
0418972,47,03,,1,13,03
0419000,47,11,001700,2,24,01
0419000,47,09,000000,1,37,02
0419002,12,14,035000,2,32,01
0419002,12,14,000000,2,25,18
0419052,47,14,092000,1,42,01
0419085,47,09,009000,1,51,01
0419085,11,08,000000,2,48,02
0419105,47,14,000400,1,70,01
0419105,47,12,008000,2,64,02
0419105,47,12,010000,1,30,03
0419138,47,09,000000,1,63,01
0419141,37,09,000000,1,58,01
0419189,47,09,000000,2,52,01
0419189,47,14,030000,2,30,03
0419189,47,00,,2,02,08
0419189,47,11,055000,1,30,10
0419194,47,13,022000,2,57,01
0419194,47,09,000000,1,56,19
0419220,47,16,066000,1,53,01
0419220,47,16,021600,2,50,02
0419220,47,09,001900,2,22,03
0419220,47,04,,2,14,03
0419269,47,11,004000,2,20,23
0419293,47,12,016600,1,56,01
0419293,47,13,005200,2,54,02
0419361,47,13,051000,1,43,01
0419361,47,12,031500,2,38,02
0419361,47,04,,1,14,03
0419361,47,02,,1,10,03
0419377,47,10,030000,1,47,01
0419377,47,10,032000,2,41,02
0419377,47,06,000000,2,17,03
0419377,47,03,,1,12,03
0419460,47,14,319000,1,43,01
0419468,47,12,039000,1,49,01
0419468,47,13,041400,2,50,02
0419468,47,07,001700,1,18,03
0419468,47,05,000000,1,16,03
0419562,47,13,054000,1,30,01
0419562,47,11,000000,2,23,02
0419562,47,00,,2,00,03
0419588,47,13,000000,1,26,01
0419642,47,12,078000,2,31,01
0419756,47,09,022000,1,37,01
0419756,47,04,000000,2,36,02
0419756,47,01,,1,06,03
0419756,47,02,,2,11,05
0419782,47,13,009900,1,59,01
0419782,47,10,000000,2,40,02
0419782,47,02,,1,08,03
0419782,47,06,000000,1,15,05
0419828,47,11,035000,1,36,01
0419828,47,13,034000,2,37,02
0419828,47,02,,1,08,03
0419828,47,02,,1,06,03
0419887,47,13,000000,2,78,01
0419915,47,12,000000,1,72,01
0419915,47,09,000000,2,65,02
0419980,37,11,002200,2,51,01
0419980,37,09,000000,2,20,03
0419980,37,05,000000,1,15,03
0420016,47,14,054000,2,51,01
0420016,47,03,,2,12,03
0420060,47,10,027400,1,35,01
0420060,47,09,021700,2,35,02
0420060,47,05,004400,1,16,03
0420060,47,04,,2,14,03
0420060,47,03,,2,12,03
0420072,47,11,017500,1,43,01
0420072,47,13,029800,2,44,02
0420072,47,10,002000,2,20,03
0420095,47,04,002500,2,29,01
0420153,47,08,043000,1,24,01
0420153,01,08,032000,2,23,02
0420175,47,13,050000,2,30,01
0420204,47,13,085000,1,56,01
0420204,47,11,000000,2,53,02
0420204,47,13,055000,2,32,03
0420204,47,02,,2,04,08
0420204,47,13,039000,1,32,10
0420273,47,11,010000,1,23,01
0420273,47,11,001700,2,20,02
0420321,47,02,000000,1,71,23
0420374,47,13,000000,1,67,01
0420374,47,09,000000,2,75,02
0420485,47,09,035000,1,27,01
0420485,47,11,000000,2,26,02
0420485,47,00,,2,02,03
0420512,37,11,007600,2,34,01
0420512,37,03,,1,11,03
0420512,37,02,,2,08,03
0420512,37,02,,2,06,03
0420512,37,11,023000,2,19,18
0420544,47,10,075000,1,48,01
0420554,47,09,016000,2,42,01
0420554,47,10,075000,1,45,02
0420631,47,10,000000,1,81,01
0420648,47,09,028600,1,41,01
0420648,47,13,032000,2,45,02
0420648,47,04,,2,14,03
0420734,47,04,000000,2,93,01
0420747,47,13,055000,1,33,01
0420747,47,14,028000,2,30,02
0420757,47,06,040000,1,41,01
0420757,47,09,000000,2,43,02
0420757,47,09,025000,1,23,03
0420757,47,09,025000,1,19,03
0420758,37,09,006400,2,27,01
0420758,37,02,,1,09,03
0420758,37,02,,2,04,03
0420758,37,00,,1,02,03
0420769,47,09,062000,1,33,01
0420769,47,09,015000,2,30,02
0420769,47,01,,2,03,03
0420769,47,02,,1,09,05
0420791,47,14,006400,2,26,01
0420864,47,14,056000,1,31,01
0420872,47,09,000000,2,78,01
0420998,55,14,050000,1,28,01
0420998,47,10,075000,2,30,02
0421020,47,01,035000,1,51,01
0421020,47,01,028000,2,48,02
0421020,47,13,016500,1,25,03
0421044,20,11,050000,1,27,01
0421044,20,05,000000,1,35,17
0421044,47,09,012100,1,26,17
0421044,20,06,000000,1,25,17
0421044,20,09,000000,1,25,17
0421044,47,10,000000,1,25,17
0421044,20,05,000000,1,17,17
0421047,01,13,000000,2,37,01
0421047,01,13,025000,2,20,03
0421047,01,08,000000,1,18,03
0421047,01,06,000000,1,15,03
0421063,37,09,000000,2,39,01
0421063,37,07,015000,1,50,02
0421063,37,04,,1,13,03
0421063,37,00,,2,01,03
0421121,37,07,000000,1,45,01
0421158,47,09,000000,2,65,01
0421184,47,06,000000,1,55,01
0421184,47,09,000000,2,41,18
0421208,47,09,014800,2,39,01
0421208,47,06,000000,2,17,03
0421211,01,14,012900,1,47,01
0421211,47,14,024000,2,52,02
0421211,48,09,005000,2,23,03
0421211,48,09,000980,2,20,03
0421220,47,13,319000,1,51,01
0421220,47,13,319000,2,44,02
0421300,47,14,020000,2,46,01
0421300,47,09,030000,1,38,18
0421312,47,11,042000,2,27,01
0421376,47,14,065000,2,29,01
0421379,37,09,000000,1,33,01
0421379,37,02,,1,06,03
0421421,47,09,050000,1,48,01
0421421,47,09,026000,2,49,02
0421421,47,11,003000,1,21,03
0421441,47,13,036000,1,42,22
0421469,37,09,000000,1,33,01
0421469,37,01,009600,2,20,06
0421513,47,08,000000,1,45,01
0421513,47,05,,1,14,03
0421585,47,11,046600,1,55,01
0421585,47,13,000000,2,58,02
0421585,47,14,000000,2,88,09
0421587,37,13,048000,2,28,01
0421659,37,09,014000,2,47,01
0421659,37,03,,2,14,03
0421675,47,13,015000,2,41,01
0421675,47,09,000000,1,56,02
0421764,47,13,000000,1,53,01
0421764,47,13,080000,2,42,02
0421764,47,03,,1,13,03
0421764,47,02,,1,11,03
0421813,47,14,041000,1,30,01
0421813,47,13,017500,2,29,02
0421813,47,00,,2,01,03
0421820,47,08,030000,2,34,01
0421820,47,01,,1,05,03
0421820,47,13,000000,1,29,06
0421820,47,09,000090,1,22,17
0421829,47,14,112000,1,58,01
0421829,47,13,028100,2,57,02
0421829,47,11,021600,2,23,03
0421866,47,13,079000,1,36,01
0421866,47,13,041900,2,44,02
0421975,47,13,044000,1,35,01
0421975,47,13,017000,2,29,02
0421975,47,06,003000,2,17,03
0421979,37,11,000000,2,19,23
0421997,47,15,037000,2,42,01
0421997,47,04,,2,14,03
0421997,47,03,,2,12,03
0422011,47,09,000000,1,31,01
0422016,37,09,000000,1,45,23
0422030,47,11,002000,1,35,01
0422067,47,12,035000,1,38,01
0422067,47,10,017000,2,29,02
0422101,47,06,000000,2,65,01
0422101,47,04,000000,1,70,02
0422203,47,13,022000,2,31,01
0422243,47,13,075000,1,50,01
0422243,47,13,035000,2,50,02
0422243,47,06,001400,1,17,03
0422243,47,03,,1,13,03
0422252,37,09,017000,2,60,01
0422252,37,12,021000,2,36,03
0422373,47,09,010000,1,44,01
0422426,47,13,001800,2,23,23
0422497,37,11,040000,1,25,01
0422497,37,11,015000,2,24,02
0422497,37,01,,1,05,03
0422497,37,01,,1,03,03
0422498,37,13,035000,2,34,01
0422516,47,15,000000,1,86,01
0422516,47,09,000000,2,71,02
0422520,47,09,060000,1,48,01
0422520,47,09,045000,1,25,03
0422532,37,03,000000,1,93,01
0422539,47,14,079000,1,55,01
0422539,47,12,000430,2,53,02
0422698,47,09,012000,1,23,23
0422701,47,09,012000,1,27,01
0422701,47,11,000000,2,26,02
0422701,47,00,,1,01,03
0422701,47,08,000200,1,17,13
0422779,47,14,037000,1,41,01
0422779,47,13,000000,2,36,02
0422779,47,00,,2,01,03
0422779,47,04,000000,1,15,04
0422779,47,09,000000,2,57,09
0422793,47,13,080000,1,35,01
0422793,47,13,000000,2,33,02
0422793,47,01,,1,05,03
0422793,47,00,,2,00,03
0422814,47,08,020900,1,33,01
0422814,47,08,019000,2,45,19
0422841,47,13,048900,1,35,01
0422843,47,11,002300,2,20,23
0422862,37,08,001200,1,42,01
0422862,37,08,000000,2,20,03
0422862,37,07,003000,1,17,03
0422862,37,04,,2,13,03
0422862,37,00,,1,01,08
0422862,37,00,,1,01,08
0422862,37,02,,2,03,11
0422876,37,11,038000,1,53,01
0422876,37,08,000000,2,45,02
0422891,37,05,007000,1,27,22
0422894,47,09,025000,1,52,01
0422894,47,09,015000,2,52,02
0422904,47,13,172000,1,59,01
0422916,47,13,065000,1,43,01
0422916,47,12,033000,2,42,02
0422916,47,05,002100,2,16,03
0422916,47,03,,1,13,03
0422922,47,09,000000,1,67,01
0422922,47,09,000000,2,68,02
0422931,47,09,000000,2,68,01
0422931,47,09,012000,1,72,02
0422987,47,11,000000,1,63,01
0422987,47,11,000000,2,55,02
0423097,47,12,000000,2,78,01
0423184,47,13,000000,1,57,01
0423184,47,14,060000,2,51,02
0423285,47,09,000000,2,59,01
0423286,47,11,036000,2,31,01
0423286,47,02,,2,05,03
0423332,47,10,002800,2,18,23
0423360,37,11,001100,2,20,23
0423362,47,12,027500,2,33,01
0423383,47,07,000000,1,77,01
0423389,47,09,000000,2,57,01
0423389,47,13,042000,2,30,03
0423406,47,11,060000,1,36,01
0423432,47,01,000000,1,67,01
0423432,47,01,011600,2,56,02
0423489,47,09,017500,1,26,01
0423489,47,10,017800,2,33,02
0423554,37,05,000000,2,43,01
0423554,37,09,004800,2,20,03
0423554,37,07,000000,2,17,03
0423627,47,09,051000,1,55,01
0423627,47,09,000000,2,53,02
0423627,47,10,013300,2,22,03
0423648,47,09,014000,2,50,01
0423653,38,11,017000,1,57,01
0423653,38,08,000000,2,55,02
0423653,38,09,021000,2,26,03
0423653,38,10,000000,2,26,03
0423653,38,12,005900,1,24,03
0423653,38,11,008000,2,21,03
0423653,38,11,000000,1,18,04
0423717,47,09,000000,2,57,01
0423717,47,04,000000,1,62,02
0423717,47,02,,2,07,08
0423717,47,02,,1,05,08
0423717,47,01,,1,04,08
0423717,47,01,,2,03,08
0423730,47,05,000000,1,18,22
0423746,47,14,045000,2,32,01
0423756,47,13,034200,1,46,01
0423756,47,13,036700,2,46,02
0423756,47,05,000000,1,15,03
0423833,37,01,000000,2,53,01
0423833,37,01,020100,1,54,02
0423833,37,09,008500,1,26,03
0423833,37,08,010200,2,25,03
0423833,37,04,,2,14,08
0423833,37,04,,2,14,08
0423841,47,10,001200,2,18,23
0423884,37,08,000000,1,62,23
0423906,37,03,000000,1,84,01
0423921,37,01,014000,1,29,22
0423948,47,11,082000,2,41,01
0423948,47,08,042000,1,37,02
0424013,47,15,020100,1,34,01
0424013,47,13,000000,2,36,02
0424089,47,09,022900,1,64,01
0424089,47,11,025000,2,61,02
0424138,47,12,020100,1,40,01
0424138,47,11,020500,2,41,02
0424138,47,11,005000,2,20,05
0424138,47,07,004800,2,17,05
0424156,47,10,031000,1,42,01
0424156,47,12,012000,2,37,02
0424156,47,02,,2,05,03
0424156,47,01,,1,04,03
0424281,47,14,061000,1,50,01
0424281,47,16,061000,1,50,19
0424317,47,09,000000,2,73,01
0424330,47,04,019000,2,59,01
0424330,47,06,000000,1,70,02
0424330,47,09,020000,1,36,03
0424337,47,09,042000,1,31,01
0424337,47,09,000000,2,34,02
0424337,47,01,,1,04,03
0424337,47,04,,1,14,05
0424341,47,14,048500,1,43,01
0424341,47,14,061000,2,40,02
0424341,47,03,,1,11,03
0424341,47,02,,2,09,03
0424341,47,02,,1,06,03
0424365,47,05,000000,1,59,01
0424365,47,09,010000,2,54,02
0424379,37,09,000000,2,62,01
0424379,37,09,000000,1,67,02
0424416,47,13,000000,2,66,01
0424416,47,15,080000,1,68,02
0424436,47,12,000000,1,70,01
0424436,47,11,000000,2,68,02
0424490,37,02,000000,2,75,23
0424536,47,10,015000,2,30,01
0424536,47,01,,1,05,03
0424536,47,00,,1,02,03
0424556,47,13,000000,2,86,01
0424588,47,13,017000,2,23,01
0424588,47,13,022000,1,27,18
0424687,47,09,019800,1,52,01
0424687,47,10,038500,2,42,19
0424741,47,05,017800,2,62,01
0424741,47,07,016000,2,38,03
0424743,47,11,000000,2,56,01
0424875,37,09,042700,1,43,01
0424875,37,09,016000,2,44,02
0424875,37,09,006100,2,22,03
0424875,37,06,000820,1,16,03
0424901,47,13,043000,1,41,01
0424948,47,05,000000,2,81,01
0425092,37,09,000000,2,31,01
0425092,37,02,,1,05,03
0425101,47,11,060000,1,47,01
0425101,47,12,007000,2,46,02
0425101,47,11,011000,1,20,03
0425104,71,07,045000,1,36,01
0425104,71,01,019000,2,35,02
0425104,71,03,,2,12,03
0425104,71,02,,1,08,03
0425115,37,09,025000,1,42,01
0425115,37,09,016000,2,38,02
0425115,37,03,,1,12,03
0425120,47,13,000000,1,42,01
0425120,47,09,000000,2,38,02
0425120,47,07,000000,1,17,03
0425120,47,02,,2,09,03
0425126,37,13,110000,1,44,01
0425126,47,09,031000,2,42,02
0425126,01,11,007000,2,22,03
0425218,47,10,027000,2,57,01
0425218,47,10,017000,1,37,03
0425278,47,09,025000,1,48,01
0425390,47,10,037900,1,37,22
0425409,47,11,040000,1,28,01
0425409,47,09,028000,2,22,18
0425415,47,13,036000,2,42,01
0425415,47,11,070000,1,45,02
0425415,47,07,000000,1,18,03
0425415,47,05,000000,2,15,03
0425415,47,00,,2,02,03
0425421,47,09,066000,1,53,01
0425421,47,11,102000,2,53,02
0425421,47,03,,2,12,03
0425456,47,09,000000,1,71,01
0425456,47,09,000000,2,69,02
0425471,47,04,000000,2,83,01
0425471,47,10,000000,2,59,03
0425475,47,10,049900,1,51,01
0425475,47,10,008900,2,51,02
0425495,47,14,058000,1,42,01
0425495,47,13,058000,2,37,02
0425495,47,02,,2,07,03
0425495,47,00,,1,02,03
0425503,47,14,064000,2,27,01
0425514,47,11,000000,1,68,01
0425608,47,12,090000,1,40,01
0425608,47,10,000000,2,39,02
0425608,47,05,000000,2,15,03
0425608,47,04,,2,14,03
0425609,68,08,001800,1,43,01
0425609,47,12,027700,2,35,02
0425609,68,01,,1,04,03
0425657,37,08,000000,1,54,01
0425657,37,08,000000,2,53,02
0425678,47,09,000000,1,47,01
0425689,47,13,025000,2,28,01
0425689,47,14,024200,1,30,02
0425699,47,14,050000,2,62,01
0425779,11,11,000950,1,23,01
0425779,11,11,000800,1,28,17
0425800,47,11,003500,1,20,23
0425932,47,14,319000,1,62,01
0425932,47,13,000000,2,50,02
0425959,37,14,045000,1,42,01
0425959,37,14,034100,2,41,02
0425980,47,14,049300,2,31,01
0426031,37,09,000000,2,55,01
0426031,37,09,000000,1,62,02
0426031,37,09,018000,1,42,06
0426143,47,13,012000,1,51,01
0426143,47,13,016500,2,41,02
0426143,47,04,,2,13,03
0426143,47,03,,2,12,03
0426167,47,15,319000,1,47,01
0426167,47,13,017400,2,46,02
0426167,47,06,001000,2,16,03
0426167,47,02,,1,10,03
0426326,47,14,047000,2,27,01
0426326,47,15,065000,1,29,02
0426329,37,07,000000,1,76,01
0426329,37,09,000000,2,77,02
0426332,47,12,012200,1,34,01
0426332,47,13,150000,2,30,02
0426332,47,00,,1,01,03
0426372,47,12,018000,1,28,01
0426436,47,04,000000,2,48,01
0426463,37,05,000000,1,35,01
0426486,37,13,034600,1,41,22
0426529,47,13,086000,1,55,01
0426562,37,09,014000,1,22,23
0426609,47,11,065000,1,55,01
0426609,47,11,035800,2,56,02
0426627,37,07,013000,2,41,01
0426627,37,02,,1,12,03
0426627,37,12,000000,2,37,06
0426627,37,04,,2,14,13
0426627,37,02,,1,08,13
0426628,37,14,062000,2,42,01
0426628,37,11,083000,1,48,02
0426628,37,03,,1,14,03
0426649,47,13,030000,1,44,01
0426684,47,11,032000,2,42,01
0426687,37,05,000000,2,71,01
0426687,37,11,000280,2,35,03
0426687,37,00,,2,01,08
0426687,37,03,000000,2,40,11
0426693,47,10,001800,1,19,23
0426741,47,04,021500,1,57,01
0426741,47,06,000000,2,50,02
0426741,47,09,006200,2,20,03
0426741,47,00,,1,00,08
0426750,37,13,063000,2,36,01
0426779,47,13,031000,1,24,01
0426779,47,13,034000,2,25,18
0426787,37,05,000000,2,64,01
0426787,37,09,003700,1,23,08
0426787,37,09,010600,1,21,08
0426787,37,05,000900,2,16,08
0426863,47,11,030200,1,57,01
0426863,47,11,023500,2,57,02
0426880,47,14,017000,2,51,01
0426926,47,09,014000,1,30,01
0426937,47,16,037000,1,50,01
0426937,47,14,039100,2,48,02
0426937,47,07,000100,1,17,03
0427001,37,10,013000,2,31,01
0427001,37,04,,2,14,03
0427001,37,02,,2,12,03
0427001,37,02,,1,08,03
0427139,47,09,000000,2,76,01
0427161,47,13,040000,2,36,01
0427161,47,15,000000,1,38,02
0427170,47,09,087000,1,63,01
0427170,47,09,000000,2,59,02
0427309,71,13,020000,2,25,01
0427309,47,13,048000,1,37,19
0427312,47,03,000000,2,72,01
0427312,47,01,000000,2,38,03
0427315,11,01,000000,2,69,01
0427363,47,09,043000,1,40,01
0427363,47,03,000000,2,51,02
0427363,47,09,000000,1,30,05
0427425,47,04,019100,1,59,01
0427425,47,06,010200,2,51,02
0427471,37,06,000140,2,22,01
0427471,37,00,,1,00,03
0427506,47,14,000100,1,63,01
0427506,47,13,006600,2,60,02
0427506,47,09,004300,1,35,03
0427557,47,09,000000,2,66,01
0427664,47,13,000000,2,48,01
0427664,47,12,067000,1,53,02
0427675,47,09,026000,2,25,01
0427675,47,09,030000,1,25,19
0427681,47,09,066000,2,46,01
0427683,01,06,016000,1,47,01
0427683,01,01,009800,2,47,02
0427683,01,05,006300,1,19,03
0427683,01,04,,2,14,03
0427683,01,01,011000,2,27,13
0427716,47,14,104000,1,31,01
0427716,47,14,031200,2,30,02
0427716,47,00,,1,00,03
0427716,47,00,,1,00,03
0427737,47,13,054000,1,53,01
0427737,47,13,000000,2,49,02
0427874,47,09,012000,1,39,01
0427874,47,09,000000,2,39,02
0427874,47,01,,2,14,03
0427875,47,03,000000,1,81,01
0427875,47,04,000000,2,83,02
0427889,37,09,005000,2,19,01
0427889,37,09,021000,1,21,19
0427909,47,09,050000,1,37,01
0427909,47,09,012000,2,35,02
0427909,47,00,,1,00,04
0427922,47,10,070000,1,46,01
0427922,47,09,008000,2,40,02
0427922,47,02,,2,10,05
0427994,47,11,051000,1,42,01
0427994,47,11,036000,2,39,02
0427994,47,10,005000,1,18,03
0427994,47,03,,1,12,03
0428013,47,10,000000,1,76,01
0428013,47,09,000000,2,74,02
0428021,47,13,004000,1,22,23
0428061,47,15,319000,1,50,01
0428099,47,10,023500,1,20,23
0428149,47,14,003100,2,67,01
0428149,47,13,003700,1,22,17
0428162,47,07,020000,1,46,01
0428162,47,09,015800,2,48,02
0428162,47,11,010500,2,24,03
0428162,47,02,,1,06,08
0428241,47,08,000000,2,83,01
0428251,47,11,000000,2,78,01
0428257,47,09,023800,1,34,01
0428257,47,09,023800,2,41,02
0428257,47,00,,2,02,03
0428257,47,02,,2,11,05
0428339,47,09,000000,2,68,01
0428339,47,08,000000,2,26,08
0428339,47,01,,2,06,08
0428409,47,09,031000,1,61,01
0428409,47,09,017000,2,57,02
0428459,47,14,028000,1,41,01
0428486,47,09,040000,1,35,01
0428486,47,09,000000,2,35,02
0428486,47,07,000000,2,17,03
0428486,47,01,,2,05,03
0428486,47,01,,2,04,03
0428504,47,03,000000,2,74,01
0428563,47,13,000000,1,57,01
0428648,47,14,000000,2,78,01
0428652,47,13,046100,1,42,01
0428652,47,12,035500,2,34,02
0428652,47,02,,2,08,04
0428652,47,07,004600,2,17,05
0428660,37,04,000000,1,77,01
0428783,37,12,060000,2,47,01
0428816,47,14,095000,1,36,01
0428816,47,14,080000,2,36,02
0428829,47,10,000000,1,72,01
0428829,47,10,039000,2,60,02
0428852,47,09,021500,1,61,01
0428873,47,13,085000,1,43,01
0428873,47,12,004500,2,38,02
0428873,47,01,,2,03,03
0428873,47,00,,2,02,03
0428886,47,11,000000,2,58,01
0429020,37,09,025000,2,38,01
0429020,37,04,000000,1,15,03
0429020,37,04,,1,14,03
0429020,37,07,010000,1,35,06
0429020,37,09,030900,2,24,06
0429020,37,00,,1,01,13
0429026,47,11,042000,1,33,01
0429073,37,09,051000,1,41,01
0429073,37,09,012000,2,41,02
0429073,37,07,000600,1,18,03
0429073,37,04,,2,13,03
0429074,37,11,065000,1,35,01
0429074,37,13,041000,2,27,02
0429074,37,02,,2,09,03
0429078,47,13,000700,1,65,01
0429078,47,13,012000,2,63,02
0429124,47,14,030000,2,53,01
0429187,47,10,025000,1,43,01
0429187,47,11,000000,1,45,21
0429266,47,10,000000,1,53,01
0429266,47,11,047000,2,47,19
0429283,47,13,037300,2,60,01
0429293,47,10,040000,1,44,01
0429293,47,09,000000,2,44,02
0429293,47,10,002700,2,19,03
0429293,47,01,,2,06,03
0429308,47,10,024500,1,33,22
0429345,53,11,002300,1,52,01
0429345,47,10,002900,2,47,02
0429345,47,04,020000,1,32,03
0429345,47,11,009300,1,21,03
0429345,47,11,004900,1,18,03
0429415,53,09,025000,1,19,01
0429415,47,09,000000,2,18,02
0429415,53,00,,2,01,03
0429567,47,05,029000,1,39,01
0429567,47,10,018000,2,54,19
0429607,47,04,000000,2,80,01
0429621,37,04,000000,2,68,01
0429688,47,09,026900,1,44,01
0429688,47,10,026000,2,40,02
0429698,47,13,006800,1,45,01
0429698,47,12,015000,2,46,02
0429698,47,07,000580,2,16,03
0429698,47,04,,2,14,03
0429772,47,09,000000,1,72,01
0429772,47,09,002000,2,72,02
0429775,47,13,115000,2,37,01
0429824,47,14,045700,1,37,01
0429824,47,11,017200,2,33,02
0429824,47,01,,2,07,03
0429951,47,04,040000,1,39,01
0429951,47,09,024000,2,41,02
0429951,47,01,,1,04,03
0429976,47,13,053000,1,23,01
