serial_no,race,education,income,gender,age,relationship
0429976,47,13,025000,1,22,18
0429976,47,11,008500,1,22,18
0429981,47,08,036000,1,34,01
0429981,47,09,000000,2,34,02
0429981,47,02,,1,10,03
0429981,47,01,,2,04,03
0430004,47,13,077000,1,42,01
0430004,47,13,050000,2,45,02
0430004,47,02,,1,08,03
0430004,47,02,,1,06,03
0430017,37,10,022200,1,40,01
0430055,47,09,045000,1,47,01
0430055,47,09,000000,2,42,02
0430055,47,07,002000,1,17,03
0430055,47,02,,2,11,03
0430078,47,07,037000,1,31,01
0430078,47,09,034500,2,29,02
0430078,47,02,,1,07,03
0430078,47,04,,2,13,05
0430085,47,09,045000,1,57,01
0430085,47,05,000000,2,53,02
0430108,47,09,058000,1,45,01
0430108,47,09,037000,2,43,02
0430108,47,04,,2,13,03
0430113,37,07,015000,2,39,01
0430113,37,08,000000,1,19,03
0430113,37,05,000000,1,15,03
0430148,37,09,030000,2,42,01
0430148,37,10,015000,2,21,03
0430156,47,09,030000,2,46,01
0430156,47,11,020000,1,22,03
0430189,47,16,000000,1,72,01
0430189,47,13,000000,2,69,02
0430262,47,09,006600,2,42,01
0430262,47,04,000000,1,15,03
0430262,47,04,,2,14,03
0430262,47,03,,1,12,03
0430264,47,14,005200,2,53,01
0430264,47,13,064000,1,54,02
0430268,01,06,021000,1,34,01
0430268,48,10,020000,2,48,02
0430268,48,03,,2,13,03
0430268,48,02,,1,09,03
0430268,47,01,000000,1,70,07
0430268,48,01,016000,1,22,13
0430275,47,11,055000,1,53,01
0430275,47,11,020000,2,52,02
0430332,37,09,020000,1,44,01
0430332,37,07,018900,2,24,03
0430332,37,02,,1,08,03
0430332,37,02,,1,07,03
0430332,37,09,009400,2,44,19
0430343,47,09,026500,1,37,01
0430343,47,13,039000,2,36,02
0430343,47,02,,2,09,03
0430343,47,02,,2,05,03
0430360,47,10,000000,2,87,23
0430382,47,13,000000,2,87,01
0430388,47,13,105000,1,45,01
0430388,47,13,000700,2,44,02
0430388,47,04,000000,1,15,03
0430388,47,03,,1,13,03
0430388,47,02,,1,09,03
0430462,47,13,086000,1,39,01
0430462,47,13,000000,2,39,02
0430462,47,02,,1,10,03
0430462,47,02,,2,06,03
0430473,47,13,031500,1,33,01
0430473,47,13,033000,2,31,02
0430473,47,02,,2,09,03
0430497,47,07,020600,1,45,01
0430497,47,11,000480,2,41,02
0430689,37,09,040000,1,37,01
0430689,37,10,009500,2,34,02
0430689,37,04,,2,14,03
0430689,37,04,,1,13,03
0430689,37,02,,2,08,03
0430725,47,13,050000,1,51,01
0430761,37,05,006000,2,64,01
0430819,47,12,016000,1,25,23
0430855,47,09,037000,1,51,01
0430855,47,10,018400,2,51,02
0430930,47,15,000000,1,48,01
0430930,47,15,085000,2,47,02
0431003,37,09,008700,1,45,01
0431003,37,02,,1,08,13
0431073,47,14,021300,1,39,01
0431073,47,14,089000,2,35,02
0431134,37,08,012000,2,28,01
0431134,37,00,,1,02,03
0431151,47,11,040000,2,54,01
0431167,47,06,010000,2,36,01
0431167,47,04,011700,1,42,02
0431167,47,05,000000,1,15,03
0431167,47,03,,1,13,03
0431167,47,02,,1,11,03
0431203,47,11,000000,1,67,01
0431280,47,03,020000,1,33,01
0431280,47,02,014000,2,30,02
0431280,47,01,,1,11,03
0431280,47,01,,1,07,03
0431280,47,00,,1,02,03
0431382,37,11,032000,1,37,01
0431395,47,10,004200,2,18,23
0431441,47,12,072000,1,47,01
0431441,47,09,038100,2,51,02
0431528,47,14,014000,2,29,01
0431565,47,05,020000,1,27,01
0431565,47,02,,1,03,03
0431565,47,01,,2,03,03
0431565,47,04,000000,2,32,21
0431565,47,07,019900,1,23,21
0431748,47,09,000000,2,80,01
0431758,47,09,026400,1,60,01
0431758,47,09,031900,2,58,02
0431763,47,10,022000,2,20,01
0431768,47,11,000000,2,22,23
0431781,47,04,000000,1,65,01
0431847,47,05,000000,2,73,01
0431856,47,09,000000,2,60,22
0431890,47,09,032000,1,60,01
0431890,47,09,016000,2,57,02
0431902,47,09,000000,2,42,01
0431902,01,13,110000,1,47,02
0431929,47,04,000000,1,73,01
0431929,47,09,000000,2,76,02
0431953,47,04,000000,1,78,01
0431953,47,10,015400,2,66,02
0431966,47,10,014500,1,29,01
0431966,47,13,021000,2,41,02
0431966,47,00,,1,02,03
0431966,47,00,,1,02,03
0432084,47,10,001200,2,18,23
0432113,47,11,041200,1,43,01
0432113,47,09,000000,2,39,02
0432113,48,06,000000,1,17,03
0432113,48,04,,2,13,03
0432113,48,02,,1,10,03
0432134,47,09,000000,2,80,01
0432147,47,08,023000,1,32,01
0432147,47,09,015000,2,23,19
0432182,47,10,058000,1,35,01
0432182,47,09,037000,2,36,19
0432211,47,04,000000,2,73,01
0432211,47,04,000000,1,73,02
0432214,47,11,024400,2,35,01
0432214,47,12,006800,1,40,02
0432267,37,09,000600,2,30,01
0432267,37,07,034000,1,25,02
0432267,37,02,,2,09,03
0432267,37,02,,1,08,03
0432292,37,06,047600,1,56,01
0432292,37,09,037500,2,52,02
0432292,37,09,000000,1,28,03
0432327,37,08,000000,1,69,01
0432327,37,10,030000,2,36,03
0432327,37,04,,1,13,08
0432327,37,02,,1,09,08
0432331,47,03,000000,1,71,01
0432331,47,04,000000,2,66,02
0432352,47,11,000000,1,75,01
0432352,47,11,000000,2,71,02
0432381,37,09,017000,1,40,01
0432392,47,09,020000,1,19,23
0432400,47,13,048000,1,52,01
0432400,47,13,019000,2,51,02
0432403,47,05,000000,2,46,01
0432403,47,15,039000,1,57,02
0432403,47,07,000000,1,18,03
0432404,37,09,000000,2,32,01
0432404,37,02,,1,07,03
0432404,37,02,,1,06,03
0432407,37,08,000000,2,59,01
0432407,37,08,000000,1,35,03
0432407,37,03,000000,1,34,03
0432407,37,08,000000,1,33,03
0432407,37,08,000000,1,31,03
0432407,37,07,000000,1,29,03
0432451,47,11,000000,1,52,01
0432451,47,10,006000,2,51,02
0432451,47,11,020000,1,20,03
0432501,47,11,000000,2,93,22
0432521,47,11,000000,1,32,01
0432521,47,05,017000,2,26,02
0432521,47,01,,1,05,03
0432524,47,09,000000,2,30,01
0432524,47,07,021000,1,41,02
0432524,47,01,,2,03,03
0432524,47,07,000000,2,67,09
0432533,47,06,042000,1,41,01
0432533,47,09,020000,2,42,02
0432533,47,09,004500,1,18,03
0432577,47,09,000000,2,47,01
0432616,47,09,042000,1,30,01
0432616,47,10,004500,2,33,02
0432616,47,02,,2,07,03
0432616,47,01,,2,04,03
0432616,47,04,000000,2,15,05
0432665,47,16,026000,1,53,01
0432665,47,13,043000,2,46,02
0432665,47,06,002900,1,17,03
0432719,47,11,000000,1,57,01
0432719,47,14,062000,2,55,02
0432719,47,00,,1,02,08
0432743,47,13,026000,2,25,01
0432743,47,02,,2,04,03
0432743,47,00,,1,01,03
0432788,47,14,000000,1,75,01
0432788,47,13,000000,2,74,02
0432849,37,07,009600,2,40,01
0432849,37,04,000000,1,15,03
0432849,37,02,,2,08,13
0432849,37,06,026000,1,41,19
0432899,47,14,040000,2,29,01
0432899,47,13,060000,1,32,06
0432935,37,09,027000,1,48,01
0432935,37,09,021000,2,41,02
0432935,37,11,007800,2,21,03
0432935,37,03,,2,13,03
0432945,37,09,017000,1,25,01
0432945,37,09,000000,2,35,02
0432945,37,00,,2,01,03
0432945,37,00,,1,01,03
0432945,37,04,,2,13,05
0433019,47,03,031200,1,53,01
0433106,05,01,020000,2,45,01
0433106,05,02,018000,1,39,02
0433106,05,04,000000,2,15,03
0433106,05,04,,1,12,03
0433216,47,09,027000,2,35,01
0433216,47,09,012000,1,34,02
0433216,47,05,002600,1,16,03
0433216,47,03,,2,13,03
0433225,20,16,045000,1,34,01
0433231,47,09,000000,2,78,01
0433267,47,09,027000,1,34,01
0433267,47,10,000000,2,28,02
0433267,47,02,,2,08,03
0433267,47,02,,2,07,03
0433267,47,01,,1,03,03
0433267,47,00,,2,01,03
0433291,47,09,010000,1,38,22
0433396,47,12,035000,1,45,01
0433396,47,11,022000,2,45,02
0433435,47,09,032000,1,20,01
0433435,47,00,,1,01,03
0433435,47,11,013000,2,20,19
0433570,47,11,026000,2,59,01
0433570,47,11,018000,1,37,03
0433615,37,09,036900,2,53,01
0433660,47,11,000000,1,74,01
0433660,47,11,000000,2,73,02
0433672,47,09,050000,1,28,01
0433672,47,11,026000,1,30,18
0433684,47,11,001700,2,61,01
0433686,47,11,000000,1,57,01
0433686,47,09,000000,2,65,02
0433701,47,09,011000,2,32,01
0433701,47,03,,2,11,03
0433701,47,02,,1,10,03
0433707,47,12,046500,1,53,01
0433736,47,12,019000,2,52,01
0433749,47,10,039000,1,34,01
0433749,47,10,015000,2,30,19
0433753,47,05,038000,2,40,01
0433753,47,03,000000,1,64,07
0433753,47,03,,2,13,13
0433767,37,09,030000,1,40,01
0433837,47,04,013400,2,43,01
0433837,47,01,,1,11,03
0433867,47,08,017000,1,25,01
0433890,38,11,020600,2,32,01
0433890,37,03,,2,11,03
0433890,37,02,,2,08,03
0433909,37,07,025000,1,47,01
0433958,37,05,002400,1,45,23
0434025,47,12,081000,1,37,01
0434025,47,11,086000,2,42,02
0434025,47,01,,1,06,03
0434025,47,01,,1,04,03
0434040,47,09,319000,1,51,01
0434040,47,09,000000,2,47,02
0434044,47,09,013000,1,42,01
0434044,47,12,031000,2,42,19
0434044,47,09,005000,2,19,21
0434060,28,14,065000,1,35,01
0434060,28,14,000000,2,29,02
0434063,47,09,029900,1,59,01
0434065,47,13,034000,1,38,01
0434160,37,09,010000,2,40,01
0434160,37,07,000000,1,18,03
0434198,01,09,006500,1,35,01
0434213,47,05,024600,1,73,01
0434213,47,04,000000,2,77,02
0434249,47,13,060000,1,55,01
0434249,47,13,078000,2,55,02
0434249,47,11,007100,1,22,03
0434249,47,04,,2,14,03
0434249,47,03,,1,13,03
0434311,47,13,042000,1,52,01
0434311,47,13,038000,2,49,02
0434311,47,13,032000,2,24,03
0434328,47,11,000000,2,69,01
0434382,37,04,000000,1,84,01
0434382,37,04,000000,2,72,02
0434416,47,09,000000,1,35,01
0434416,47,13,000000,2,33,02
0434416,47,02,,2,09,05
0434460,47,13,000000,1,47,01
0434558,47,07,000000,1,79,01
0434561,47,02,000000,2,64,01
0434570,37,11,003500,2,20,23
0434571,47,11,026800,1,33,01
0434571,47,09,029500,2,28,02
0434571,47,02,,2,09,05
0434571,47,02,,1,08,05
0434584,47,13,029500,1,27,01
0434584,47,13,038000,2,24,02
0434636,47,13,045000,2,32,01
0434647,37,12,000000,2,33,01
0434647,68,03,,2,10,03
0434647,68,02,,1,08,03
0434647,37,02,,2,08,13
0434650,47,14,000000,1,81,01
0434650,47,13,000000,2,83,02
0434706,48,14,060000,1,31,01
0434706,48,13,000000,2,31,02
0434706,48,01,,2,03,03
0434706,48,00,,2,00,03
0434706,48,13,024000,1,23,10
0434752,10,11,060000,1,27,22
0434771,11,13,000000,2,28,01
0434771,47,13,020000,1,29,02
0434798,47,09,025000,2,41,01
0434798,47,09,008100,1,18,03
0434798,47,04,,2,13,03
0434816,47,11,031300,1,43,01
0434816,47,13,021100,2,33,02
0434816,47,02,,2,05,03
0434816,47,02,,1,03,03
0434816,47,08,000000,2,60,09
0434863,47,11,000000,2,82,01
0434878,47,09,000000,1,93,01
0434878,47,10,000000,2,83,02
0434897,37,09,014000,2,33,01
0434897,37,09,006000,1,37,02
0434897,37,02,,2,07,03
0434897,37,01,,2,04,03
0434903,47,14,055000,2,29,01
0434903,47,13,101000,1,28,02
0434903,47,00,,2,00,03
0434910,47,06,025000,1,47,01
0434910,47,12,011000,2,50,02
0434910,47,11,018000,2,21,03
0434910,47,11,005600,2,19,03
0434943,47,13,025000,1,38,01
0434943,47,13,032000,2,35,02
0434943,47,00,,2,02,03
0434963,47,13,031000,2,55,01
0434971,47,11,000000,2,89,01
0434994,37,11,019100,1,56,01
0434994,37,07,000000,2,53,02
0434994,37,11,000000,1,26,04
0435019,37,10,028000,1,48,01
0435019,37,09,017000,2,46,02
0435019,37,07,007000,1,22,03
0435056,47,04,000000,2,87,01
0435056,47,13,000000,2,52,03
0435063,20,03,000000,1,70,01
0435063,20,02,000000,2,63,02
0435063,20,13,050000,1,26,03
0435063,20,13,056000,2,25,03
0435101,47,13,075000,2,43,01
0435101,47,11,031800,1,36,02
0435125,10,13,071000,1,46,01
0435125,10,13,060000,2,43,02
0435125,10,02,,2,11,03
0435125,10,02,,2,07,03
0435125,10,15,000000,1,83,09
0435125,10,10,000000,2,80,09
0435130,47,04,000000,2,79,01
0435136,37,04,029300,1,54,01
0435204,47,04,000000,2,80,01
0435237,37,11,000000,2,66,01
0435284,47,09,000000,2,58,01
0435284,37,04,,2,14,08
0435284,37,03,,2,11,08
0435309,47,04,008100,1,75,01
0435329,47,02,000000,2,76,01
0435367,47,04,000000,2,81,01
0435401,47,04,000000,2,70,01
0435441,47,09,021300,1,28,01
0435441,47,09,021400,2,27,02
0435462,47,11,000000,2,85,01
0435514,01,09,007100,1,19,23
0435553,47,09,000000,2,81,01
0435556,47,09,044000,1,57,01
0435556,47,10,000000,2,55,02
0435556,47,09,014800,2,29,03
0435556,47,00,,2,01,08
0435632,20,11,021400,2,32,01
0435632,20,02,,2,06,03
0435655,37,09,016900,1,23,23
0435658,47,14,070000,2,52,01
0435658,47,13,080000,1,57,02
0435669,47,09,000000,2,79,01
0435669,47,06,000000,1,73,06
0435672,47,13,008000,2,22,01
0435672,47,13,053000,1,23,17
0435672,47,13,045000,1,23,17
0435689,47,12,027000,1,63,01
0435743,37,04,000000,1,78,01
0435743,37,08,000000,2,74,02
0435743,37,11,021400,1,36,03
0435751,37,10,007000,2,24,01
0435751,37,01,,1,04,03
0435751,37,00,,2,02,03
0435751,37,01,,1,06,06
0435751,37,13,010000,2,25,18
0435756,47,09,027000,1,38,01
0435756,47,09,024000,2,27,02
0435756,47,01,,2,07,03
0435756,47,00,,2,02,03
0435757,47,09,032000,2,54,01
0435764,12,14,080000,1,34,01
0435764,12,13,010000,2,29,02
0435812,47,11,020000,1,35,01
0435812,47,10,000000,2,32,02
0435812,47,02,,1,08,03
0435812,47,00,,1,00,03
0435829,47,09,014500,1,31,01
0435829,47,11,031200,2,37,02
0435829,47,02,,2,09,03
0435829,47,02,,1,07,03
0435920,47,09,025000,1,38,01
0435920,47,09,000000,2,28,02
0435920,47,02,,1,06,03
0435920,47,01,,1,04,03
0435968,37,07,010000,2,34,01
0435968,37,04,000710,2,16,03
0435968,37,04,000000,1,15,03
0435968,37,02,,1,11,03
0435968,37,00,,1,01,08
0435968,37,08,015000,1,33,21
0436000,47,12,061000,1,52,01
0436000,47,13,005500,2,50,02
0436000,47,06,000000,1,17,03
0436000,47,02,,1,05,03
0436122,47,09,025000,1,52,01
0436122,47,06,026000,2,45,02
0436193,47,13,062000,1,54,01
0436193,11,09,000000,2,53,02
0436203,47,07,000000,2,87,01
0436281,37,11,022500,1,23,01
0436281,37,12,018000,2,33,02
0436281,37,03,,2,12,04
0436281,37,04,,2,14,05
0436281,37,09,027500,2,21,18
0436380,47,09,027300,1,36,01
0436380,47,11,018000,2,38,02
0436380,47,02,,1,09,03
0436395,47,13,319000,1,45,01
0436423,37,09,000000,2,64,01
0436423,37,07,025000,1,45,10
0436491,47,14,032300,1,47,01
0436491,47,11,033800,2,41,02
0436491,47,02,,1,10,03
0436491,47,02,,1,07,03
0436518,37,06,000000,1,66,01
0436518,37,05,001000,2,60,02
0436518,37,09,000000,1,38,03
0436610,47,14,090000,1,48,01
0436610,47,13,022900,2,40,02
0436610,47,02,,2,09,03
0436610,47,02,,2,06,03
0436649,47,09,000000,2,53,01
0436659,47,09,018000,2,31,01
0436659,47,01,034000,1,41,21
0436659,47,03,,2,12,21
0436659,47,03,,1,12,21
0436678,47,11,001000,2,57,01
0436678,47,16,107000,1,57,02
0436790,47,12,037000,1,47,01
0436790,47,09,029000,2,47,02
0436814,47,12,041000,1,57,01
0436814,47,10,000000,2,45,02
0436817,01,02,020000,1,44,01
0436817,01,09,030000,1,55,16
0436817,01,02,000000,2,36,16
0436830,47,08,018300,1,60,01
0436830,47,13,026100,1,21,03
0436830,47,06,000000,1,17,03
0436830,47,09,004000,1,53,19
0436901,47,09,000000,2,82,01
0436909,47,10,040000,1,34,01
0436909,47,14,015000,2,33,02
0436909,47,00,,2,02,03
0436909,47,00,,1,00,03
0437007,47,06,000000,2,74,01
0437007,47,09,017000,2,37,03
0437007,47,06,025000,1,53,10
0437032,47,10,020000,1,20,23
0437151,47,14,048000,1,35,22
0437165,47,00,,2,00,23
0437205,47,11,037000,1,36,01
0437205,47,11,040000,2,41,02
0437205,47,03,,1,10,03
0437205,47,01,,1,08,03
0437205,47,02,,2,03,03
0437211,47,14,062000,2,57,01
0437227,47,09,037600,1,64,01
0437227,47,04,000000,2,54,02
0437341,47,09,000000,2,67,01
0437375,47,11,028000,1,51,01
0437375,47,10,017000,2,52,02
0437377,47,15,100000,1,52,01
0437377,47,13,015000,2,44,02
0437377,47,02,,1,09,03
0437377,47,02,,1,08,03
0437420,47,11,085000,1,42,01
0437420,47,07,000000,1,17,03
0437420,47,02,,2,11,03
0437429,47,12,052000,1,59,01
0437429,47,12,000000,2,57,02
0437467,37,12,038000,1,38,01
0437467,37,12,040000,2,38,02
0437467,37,01,,2,05,03
0437485,47,09,000000,1,47,01
0437485,47,10,001800,2,49,02
0437485,47,10,002500,1,18,03
0437546,10,13,319000,1,58,01
0437546,10,14,100000,2,47,02
0437563,47,12,000000,2,21,23
0437609,47,09,010700,2,69,01
0437622,47,09,018500,1,69,01
0437622,47,09,018500,2,61,02
0437639,47,04,000000,1,65,01
0437639,47,04,000000,2,67,02
0437747,47,09,050000,1,57,01
0437844,47,09,011600,1,55,01
0437844,47,11,000000,2,52,02
0437844,47,13,000000,2,87,09
0437933,47,13,063000,1,43,01
0437933,47,10,015900,2,38,02
0437933,47,04,,2,14,03
0437933,47,02,,1,10,03
0438062,37,11,042000,1,36,01
0438062,37,09,013200,2,34,02
0438062,37,01,,1,06,03
0438062,37,00,,2,01,03
0438153,37,11,047000,1,29,01
0438153,37,09,000000,2,29,02
0438153,37,02,,2,10,05
0438153,37,01,,2,05,05
0438175,47,12,150000,1,43,01
0438175,47,13,027000,2,43,02
0438175,47,11,002800,1,20,03
0438175,47,06,000000,2,17,03
0438175,47,02,,1,08,13
0438175,47,01,,1,04,13
0438279,28,06,009000,1,24,22
0438318,47,14,034000,2,41,01
0438337,47,13,015000,1,25,01
0438337,47,13,006500,1,24,18
0438377,47,08,000000,1,34,01
0438380,37,08,010800,2,44,23
0438459,47,04,011000,2,56,01
0438459,47,09,014000,2,31,03
0438459,47,04,002100,1,30,03
0438465,47,10,044000,1,40,01
0438465,47,10,001500,2,41,02
0438465,47,04,,2,14,03
0438465,47,03,,2,11,03
0438465,47,01,,2,10,03
0438465,47,01,,1,06,03
0438468,47,09,000000,1,69,01
0438468,47,09,000000,2,63,02
0438505,47,07,020000,1,32,01
0438505,47,09,032000,2,31,02
0438505,47,02,,1,06,03
0438505,47,01,,2,04,03
0438521,47,06,000000,2,89,01
0438521,37,11,002400,2,49,03
0438634,47,13,036000,2,25,01
0438634,47,11,042000,2,27,18
0438634,47,13,026000,2,25,18
0438693,47,09,000000,1,70,22
0438725,47,11,035700,1,36,01
0438725,47,15,051000,2,41,02
0438808,37,01,000000,2,77,22
0438861,47,09,014400,1,30,01
0438861,47,10,000000,2,38,02
0438861,47,00,,2,01,03
0438861,47,04,,1,14,05
0438861,47,09,036500,2,61,09
0438875,47,15,079000,2,51,01
0438925,37,04,000000,2,71,01
0438925,37,09,021600,2,53,03
0438925,37,09,000000,2,19,08
0438997,37,14,050000,2,50,01
0438997,37,13,000000,1,51,02
0439161,47,13,055000,2,52,01
0439161,47,09,000000,1,81,07
0439262,47,09,012000,1,19,23
0439271,47,10,000000,1,74,01
0439293,37,11,016400,1,55,01
0439293,37,05,000000,2,54,02
0439293,37,09,000000,1,20,08
0439366,47,13,078000,2,32,01
0439393,47,11,001500,1,46,01
0439393,47,04,,2,13,03
0439414,47,11,030500,2,67,01
0439414,47,13,004000,2,53,17
0439466,47,13,050000,1,30,01
0439466,47,13,000000,2,26,02
0439466,47,00,,2,01,03
0439491,66,08,000000,2,80,01
0439511,47,13,049000,2,39,01
0439541,47,14,063000,1,25,01
0439541,47,13,035100,1,23,18
0439549,47,14,000000,2,41,01
0439594,37,05,000000,1,23,22
0439614,28,14,080000,1,58,01
0439629,47,13,000000,1,74,01
0439629,47,09,000000,2,73,02
0439638,47,06,012000,1,56,01
0439638,47,07,000000,2,53,02
0439669,47,09,046000,1,31,01
0439678,47,04,000000,1,49,01
0439695,47,15,082000,1,43,01
0439695,47,13,000000,2,44,02
0439695,47,02,,1,10,03
0439695,47,02,,2,06,03
0439742,47,09,009700,2,67,01
0439742,47,09,118000,1,37,03
0439742,47,13,052000,2,33,03
0439772,47,13,051000,2,36,01
0439772,47,12,033900,1,37,02
0439772,47,02,,2,08,03
0439772,47,02,,2,05,03
0439867,47,08,013000,1,25,01
0439867,47,09,008000,2,24,02
0439867,47,00,,2,02,03
0439867,47,00,,1,01,04
0439897,47,09,000000,2,93,01
0439901,37,03,000000,1,88,01
0439901,37,04,000000,2,84,02
0439917,47,11,000000,1,51,01
0439917,47,11,000000,2,52,02
0439939,28,14,075000,1,28,01
0439946,47,04,017000,1,55,01
0439946,47,06,000150,1,16,03
0439946,47,06,000000,1,40,17
0439946,47,06,000000,2,38,17
0439952,47,09,035000,1,38,01
0439952,47,12,002000,2,35,02
0440050,37,14,019700,1,56,01
0440050,32,13,044600,2,55,02
0440053,47,04,000000,1,60,01
0440053,47,07,000000,2,60,02
0440094,47,09,000000,2,32,22
0440114,37,11,063000,1,55,01
0440114,37,10,000000,2,55,02
0440114,37,09,000000,2,31,03
0440203,47,14,050000,1,56,01
0440203,47,14,125000,2,47,02
0440203,47,11,012000,1,22,03
0440203,47,02,,1,07,03
0440210,47,12,037000,1,24,01
0440210,47,09,010000,2,23,02
0440211,47,09,034600,1,53,01
0440211,47,09,000000,2,54,02
0440211,47,11,000000,2,18,03
0440216,47,09,000000,1,68,01
0440216,47,06,023200,2,57,02
0440226,47,12,031300,1,26,01
0440226,47,12,016000,2,26,02
0440241,47,13,025000,2,25,01
0440282,47,11,000000,2,64,01
0440282,47,09,025000,1,42,03
0440337,47,12,047000,2,48,01
0440337,47,07,000000,2,17,04
0440408,47,12,030000,1,42,01
0440408,47,09,012000,2,40,02
0440408,47,02,,1,08,03
0440408,47,02,,2,07,03
0440411,47,13,075000,1,40,01
0440411,47,12,032000,2,40,02
0440439,47,04,000000,2,82,22
0440511,47,13,073000,1,49,01
0440511,47,13,012000,2,51,02
0440518,37,05,000000,1,65,01
0440518,37,07,000000,2,68,02
0440518,37,05,022100,1,30,03
0440518,37,09,000000,1,26,03
0440518,37,09,029000,1,28,21
0440523,47,13,055000,1,48,01
0440523,47,13,055000,2,46,02
0440523,47,11,000000,2,18,03
0440607,47,13,020000,2,48,01
0440630,47,14,000000,1,84,01
0440630,47,09,000000,2,76,02
0440644,47,12,031000,1,50,01
0440691,47,13,002000,1,21,23
0440707,37,09,018800,2,44,01
0440707,37,09,015000,1,37,11
0440809,47,14,000000,1,56,01
0440838,28,09,035000,2,42,01
0440838,28,08,024000,1,36,06
0440861,47,09,000000,2,64,01
0440861,47,09,045000,1,66,02
0440877,47,09,024000,2,23,01
0440877,47,12,024000,1,36,02
0440877,47,01,,1,05,03
0440877,47,00,,1,01,03
0440883,47,09,000000,2,81,01
0440958,47,13,043000,1,49,01
0440958,47,11,014000,2,42,02
0440958,47,01,,2,09,03
0440963,37,09,022000,2,28,01
0440963,37,02,,1,07,03
0440963,37,01,,1,04,03
0441040,37,14,070000,2,45,01
0441093,37,05,000000,1,69,01
0441093,37,05,000000,2,65,02
0441110,37,14,041000,1,45,01
0441110,37,11,020000,2,40,02
0441110,37,05,000000,2,16,03
0441110,37,02,,2,10,03
0441125,47,11,000000,1,82,01
0441125,47,09,000000,2,80,02
0441240,47,03,000000,2,81,23
0441262,37,12,035000,2,49,01
0441275,47,12,012000,1,29,23
0441323,47,11,100000,1,30,01
0441323,47,11,035000,2,42,02
0441323,47,03,,1,12,03
0441323,47,04,,2,13,05
0441323,47,02,,2,08,05
0441326,47,10,022000,1,22,01
0441326,47,12,004000,2,26,02
0441326,47,00,,1,00,03
0441349,47,14,072000,1,73,01
0441349,47,11,000000,2,71,02
0441388,47,11,012000,2,19,23
0441403,47,13,067000,1,30,01
0441426,47,13,040000,1,29,01
0441426,47,13,075000,2,28,02
0441440,37,10,019300,2,24,01
0441440,37,00,,1,02,03
0441440,68,05,000000,2,17,16
0441448,01,09,032000,1,25,01
0441448,47,09,014400,2,21,18
0441449,47,13,022000,1,26,01
0441449,47,11,024000,2,32,02
0441465,47,11,036600,2,53,01
0441479,47,10,000000,1,43,01
0441479,47,12,014000,2,41,02
0441479,47,04,000000,2,15,03
0441484,47,15,006300,1,43,01
0441484,47,14,054000,2,40,02
0441484,47,02,,1,08,03
0441484,47,02,,1,05,03
0441484,47,01,,1,03,03
0441508,47,09,000000,2,85,01
0441541,37,09,017000,2,28,01
0441541,37,01,,1,09,03
0441541,37,01,,1,05,03
0441571,47,15,000000,1,72,01
0441571,47,09,000000,2,74,02
0441572,37,03,000000,1,71,01
0441572,37,07,000000,1,69,17
0441589,37,07,030100,1,47,01
0441589,37,07,000000,2,41,02
0441605,37,09,110000,1,36,01
0441605,37,11,032000,2,37,02
0441605,37,02,,1,09,03
0441605,37,02,,2,05,03
0441612,37,03,026600,1,56,01
